age,gender,time_on_site,pages_viewed,device,purchase_amount,discount_used,click_rate,return_customer
53.0,Male,9.969945006488278,6,Mobile,190.52665660018133,No,162.81736421084582,1
63.0,Male,9.508014125677915,14,Desktop,266.2809925898173,No,73.74858792319299,0
30.0,Female,9.508014125677915,1,Desktop,136.4171535978757,Yes,135.90737522000668,1
57.0,Male,7.347896829413758,11,Mobile,27.28066150203384,No,143.56433022043962,1
36.0,Male,9.508014125677915,14,Mobile,102.24178973399516,No,111.6895358363667,1
59.0,Male,5.790882706812218,12,Mobile,290.2261490446876,No,76.04353274550098,1
58.0,Female,8.535654714318714,11,Mobile,192.74853147103212,Yes,166.69567047056051,1
54.0,Male,9.508014125677915,8,Mobile,238.7985916932016,Yes,98.11884374608636,0
25.0,Male,5.269592866604855,16,Mobile,173.66889999161617,Yes,95.56719004270238,1
56.0,Male,12.150437811707198,2,Mobile,102.9234753159066,Yes,58.13194000491924,0
33.0,Male,14.061363334615312,1,Mobile,22.892070362015737,Yes,235.99640961832748,1
30.0,Male,9.508014125677915,1,Mobile,10.384424366983012,Yes,84.2154881948368,0
23.0,Male,12.518133792445676,17,Mobile,196.0438490492849,Yes,128.2866177890864,0
38.0,Male,5.387048186514211,16,Desktop,198.0719560559814,Yes,144.9032138985534,1
38.0,Male,12.37655016843529,5,Mobile,28.96699607501736,No,40.26173024698951,1
62.0,Male,8.698073874213627,12,Mobile,55.00303141826676,Yes,171.98913416532167,0
38.0,Male,9.508014125677915,3,Mobile,133.09373683030168,Yes,159.15321055597929,0
50.0,Female,15.97455734858121,10,Desktop,25.740658673889488,No,175.44635857986032,0
63.0,Male,4.048842989775002,2,Mobile,236.69232659483563,No,123.63020814339986,1
41.5,Female,11.74007394822297,9,Desktop,76.426605750943,No,61.11163016526468,1
46.0,Male,1.462525451844714,5,Mobile,151.8115460891814,No,125.63005900167826,0
50.0,Female,10.339993057372205,12,Mobile,31.79798344962201,No,81.7553207192396,0
52.0,Male,19.614951189868123,13,Desktop,89.7447620243665,Yes,13.87505933084283,1
64.0,Female,0.8443492752219814,13,Mobile,92.06651425838164,Yes,86.33727452570223,1
40.0,Male,4.743527264440268,9,Mobile,229.25993928017525,Yes,119.05174644837102,0
41.0,Male,7.726666827325849,10,Mobile,107.59547208441116,No,98.22624242858431,0
32.0,Male,12.083879452399623,4,Desktop,277.0319130497447,No,149.6988783519619,0
63.0,Male,12.858203261743029,7,Mobile,186.23133240477844,Yes,74.52941010799734,1
34.0,Male,7.291571345008101,1,Desktop,279.4389968103135,Yes,125.0023170053191,1
44.0,Female,2.6303587212684443,2,Desktop,245.8049945315948,Yes,154.5404414568513,0
59.0,Male,9.508014125677915,10,Desktop,60.153214504254834,Yes,43.90870235064482,0
18.0,Female,9.375267678721643,17,Mobile,153.94334825457025,Yes,103.60083005003901,0
43.0,Male,8.185225973068945,2,Mobile,156.70091397263317,No,72.41906346955992,1
21.0,Female,9.508014125677915,18,Desktop,291.5470383610024,Yes,93.17284392666558,1
62.0,Female,2.0359218235098915,2,Mobile,225.0891373350256,Yes,68.35592868120202,0
58.0,Female,7.33340461691896,12,Mobile,278.42899784629435,No,103.60083005003901,0
34.0,Male,9.29384474231044,4,Desktop,142.82040270420015,Yes,105.08889784576408,1
28.0,Male,8.978567657348183,9,Mobile,188.4061374715218,Yes,8.382627828089369,1
62.0,Male,9.508014125677915,13,Mobile,71.72771771731365,Yes,76.9875653080783,0
64.0,Male,8.559851636556852,9,Mobile,194.9414568196057,No,101.15009023237327,1
57.0,Male,21.382652356980977,7,Mobile,34.607005165524924,Yes,15.509155961896738,1
18.0,Male,2.0943028392111662,9,Desktop,167.2268203922217,Yes,48.36607393839184,1
51.0,Female,15.422346505681013,5,Mobile,153.9418234176707,Yes,134.29089172057692,1
33.0,Female,3.104173254672938,5,Mobile,243.03118435534145,Yes,138.5608246550192,0
48.0,Female,9.02003372312886,10,Mobile,194.10211160561013,Yes,68.52266276039094,1
19.0,Male,9.508014125677915,15,Mobile,51.17620935122666,No,180.487106296232,1
37.0,Male,1.6198429827796268,18,Mobile,250.94095110997728,No,46.40940306981993,0
21.0,Female,10.015593722576108,3,Mobile,74.0615305941863,No,40.91862584170424,0
20.0,Female,7.220816211892297,10,Mobile,188.63522257223747,Yes,119.1104613346618,1
30.0,Female,9.508014125677915,10,Mobile,122.14743990150494,No,128.34490480425276,1
57.0,Female,4.593021600880682,4,Desktop,95.45664261454138,No,118.71539701614655,0
46.0,Male,13.553740257528409,18,Mobile,226.6381002281555,Yes,88.33223424038583,0
45.0,Female,8.59725208567882,1,Desktop,173.2143053438746,No,104.87603966237648,0
42.0,Male,8.056478438610847,2,Mobile,197.38231033412745,No,123.40084438899513,1
54.0,Female,3.999943641188654,16,Mobile,271.66740084086604,Yes,42.30751778128227,0
48.0,Female,14.776156757247112,17,Mobile,137.80629596512034,Yes,65.41743227243968,1
24.0,Female,9.91829464196168,18,Mobile,296.68744051481883,No,118.36143800969802,1
42.0,Female,10.512131522692014,15,Mobile,233.2073159298156,No,90.65123498867604,0
62.0,Male,6.439130630746599,12,Desktop,199.35766231118345,Yes,178.87562217207113,1
20.0,Female,10.817314805064866,7,Desktop,117.9888946534089,No,128.35410919278547,0
33.0,Female,6.0217594172696165,7,Mobile,290.8260750746419,Yes,194.71102756758967,1
57.0,Female,12.909467866414332,14,Mobile,120.46873981512236,Yes,141.95156646919014,1
59.0,Female,16.98296985649016,10,Mobile,177.89326566412504,Yes,108.48462683381636,1
56.0,Male,16.21195861383719,10,Mobile,165.01348054100973,No,159.57154834754692,0
56.0,Female,9.508014125677915,4,Mobile,264.7339494258275,No,92.08912025117708,0
43.0,Male,18.45237405370846,16,Mobile,34.17835229069515,Yes,67.98824295987086,1
48.0,Female,6.280903445780686,10,Mobile,65.07027139976945,No,96.9168596694637,0
41.5,Male,14.07195192373899,12,Mobile,23.871645892484057,No,141.71282223772258,0
28.0,Male,9.508014125677915,14,Mobile,294.0811868620596,Yes,116.93410545593342,0
49.0,Female,11.580427116794912,19,Mobile,279.4413598815992,Yes,242.79007383225755,1
33.0,Female,7.727328215837985,11,Mobile,35.533334619250994,Yes,80.94256610104652,1
27.0,Male,18.2926081567398,13,Mobile,29.684621204889183,No,118.78893930621727,1
41.5,Female,13.510820354361964,10,Mobile,291.87176716235825,Yes,1.870690995130204,1
41.0,Male,18.940150994046203,17,Mobile,203.3695878587563,Yes,34.7818811715736,0
61.0,Female,20.850809358602863,1,Mobile,14.280917601735316,Yes,103.60083005003901,0
61.0,Female,16.53565981898595,7,Mobile,81.12636207211577,Yes,119.62501048681152,0
33.0,Female,6.666514918235796,17,Mobile,216.3808629103744,No,96.58069247796456,0
34.0,Male,6.852432498235329,9,Desktop,113.22335694539068,Yes,93.39001554887152,1
30.0,Male,5.206008063530825,7,Mobile,71.27167010880848,Yes,170.62394566736413,1
43.0,Male,9.508014125677915,10,Mobile,59.55987590624014,No,88.76596336521104,1
27.0,Male,3.3954284479311188,15,Mobile,172.84052429308895,No,83.47210989202182,1
18.0,Male,14.301715765094976,6,Mobile,177.24221388340084,Yes,249.6997539774521,1
40.0,Male,10.57076015915304,12,Mobile,258.7382070043583,No,79.10627867266756,0
58.0,Male,6.448172428865147,7,Desktop,120.84609484317556,Yes,180.8367250152695,1
52.0,Male,6.364868049387626,6,Desktop,159.114528144881,No,53.33214057859031,0
23.0,Female,9.508014125677915,12,Desktop,271.72955562160524,Yes,112.65559490816004,1
45.0,Male,9.508014125677915,2,Desktop,56.42595714395158,Yes,58.82095194147685,1
21.0,Female,5.540772566455285,19,Desktop,52.85217100772253,No,124.54028421533602,0
21.0,Female,21.10752116565517,5,Mobile,97.532821861631,No,139.17210223480626,1
36.0,Female,4.457093693850592,13,Mobile,25.57832357365559,No,79.79648590316825,0
41.5,Male,8.463715819821667,15,Mobile,115.9840496110032,No,63.74843218142901,1
41.0,Female,16.904314996073204,5,Mobile,220.63461648903512,No,89.82154841584872,1
24.0,Male,12.389990356869802,1,Mobile,58.31566118350949,Yes,213.4546269334284,1
60.0,Female,21.382652356980977,12,Mobile,216.94596744471536,Yes,45.91613100185067,1
32.0,Female,12.729025377125256,18,Desktop,92.44557043694068,Yes,187.4990191161545,0
36.0,Male,6.402255177759948,1,Mobile,104.62232104865764,Yes,183.21585011080828,1
55.0,Male,13.758721918337,13,Mobile,68.54602194417046,Yes,102.87758388070044,1
41.5,Female,9.234880776777343,18,Desktop,265.6030617070121,Yes,6.879780451767175,0
30.0,Female,1.1317108644996523,2,Mobile,95.05176129691542,No,141.63115275709904,1
43.0,Male,11.212517040394282,6,Desktop,204.0971998303227,Yes,129.9455248756309,1
31.0,Male,4.872721226309558,4,Desktop,88.32007643021268,Yes,2.224189065465353,1
36.0,Male,12.8226736382503,8,Mobile,211.73739012230564,No,154.40183360805747,1
41.5,Female,16.96372012942721,12,Mobile,223.8061668409904,No,242.401589388381,1
47.0,Female,10.813749135967475,14,Mobile,80.31674467999633,No,53.377394731453805,0
27.0,Female,8.251082069660738,19,Desktop,220.85787648669947,No,87.89058620161504,0
43.0,Female,7.747003155309501,8,Desktop,105.72859191428404,No,103.42403430775455,1
51.0,Male,9.508014125677915,1,Mobile,144.41132125918807,Yes,110.81320163692872,0
41.0,Female,12.932145717897937,7,Mobile,10.365742656593104,No,60.07665648249716,1
53.0,Female,13.64401520345061,18,Desktop,265.93547636329674,Yes,120.0196105608537,0
27.0,Male,5.348699274546057,15,Desktop,263.9607610512203,Yes,45.47558137484469,1
22.0,Female,7.757485782047177,11,Desktop,101.34023995844238,Yes,17.51343010415154,1
33.0,Female,9.51911171627645,3,Mobile,42.59455809155661,No,131.68717649947413,1
19.0,Female,9.508014125677915,10,Mobile,163.37014454919245,Yes,64.4913950834807,1
44.0,Female,12.908808605152714,8,Mobile,125.40767191941455,No,104.88720898115628,0
41.0,Female,16.401345966823897,11,Mobile,254.8228300002165,No,78.54753381084731,1
25.0,Female,0.6916134492445778,3,Desktop,162.3438471112978,Yes,102.56136268684384,1
28.0,Male,5.787582577477551,6,Mobile,10.051373036755344,Yes,147.7339495276335,1
60.0,Male,11.155208377530034,19,Mobile,13.068379176520082,Yes,146.37885651441132,0
45.0,Female,3.482523731688884,15,Mobile,175.90035874546436,No,188.8571809679146,0
52.0,Female,20.462851396006386,7,Mobile,112.95446371366002,No,152.6423217568916,1
32.0,Male,16.597839738718235,16,Mobile,163.50162854752688,No,72.61203373581351,0
19.0,Female,8.900598201812695,12,Desktop,152.2436654742434,Yes,41.49255701226966,1
33.0,Male,2.330357956074442,18,Mobile,227.23430892684544,No,155.13785683028,1
31.0,Female,5.5535446685200505,15,Mobile,224.7961030450536,Yes,208.3174552042919,1
55.0,Male,4.970860426969611,14,Mobile,37.462171396879015,Yes,177.08363748328003,0
18.0,Female,11.3330502399222,7,Desktop,292.6208219957811,No,103.4828144217252,0
32.0,Male,9.81309017960346,12,Mobile,289.20457520962526,No,114.19177922309431,0
41.5,Male,21.076207271855345,15,Desktop,76.14772121164171,No,58.19332981019981,1
58.0,Male,6.694265944448935,15,Mobile,281.6844045740912,Yes,70.71622550257261,0
21.0,Female,9.508014125677915,9,Desktop,151.10534192996604,Yes,191.2420097837532,0
19.0,Male,6.7467523673582,14,Desktop,130.651950237255,No,92.98230945528884,0
39.0,Female,5.755213909426271,9,Mobile,286.70096284768454,Yes,140.18173373631996,0
28.0,Female,13.054520024205178,13,Desktop,119.17137121576172,Yes,180.3800090773218,1
47.0,Female,9.508014125677915,18,Mobile,205.52835481746973,Yes,138.46642679724195,1
45.0,Male,12.345826758191246,19,Mobile,61.54393879582524,No,106.69516078527482,1
36.0,Male,14.064873072622524,12,Desktop,74.12528987574517,No,84.57831820197144,1
37.0,Male,8.94133019562987,8,Mobile,137.91174465043315,Yes,105.9220339782214,0
33.0,Male,16.433289117720953,4,Desktop,133.58979676416425,Yes,103.60083005003901,1
46.0,Female,5.064739618852517,9,Mobile,221.60976085613288,No,114.5180152846859,1
55.0,Female,14.60509974003227,10,Mobile,136.7134004850588,Yes,40.080285387908056,1
36.0,Female,18.969451296531588,7,Desktop,36.929984664298345,Yes,148.0870842780947,1
57.0,Male,11.031156105863142,10,Mobile,110.16911299946275,Yes,117.13215887503895,1
48.0,Female,11.123033597694691,2,Desktop,295.7297877366092,No,139.14917158296203,0
28.0,Male,4.105728605066864,15,Mobile,20.388888710912862,No,142.21068105881795,1
49.0,Male,9.801259368578446,10,Mobile,194.1268048582524,Yes,1.5886040962790418,0
30.0,Female,9.26568636435502,18,Mobile,227.01590677753808,No,115.11293488753164,0
52.0,Male,14.408241023506095,10,Mobile,121.98733079210372,No,181.920201582952,1
38.0,Female,20.29191277426941,18,Mobile,249.6596109349154,No,47.71817479819816,0
39.0,Female,9.37443654244763,12,Mobile,283.1722364975227,Yes,115.92446294883192,0
26.0,Male,2.5651473493007684,15,Mobile,281.2794136025843,No,108.43309688593249,1
21.0,Male,13.582366769825164,3,Desktop,97.5511591813386,Yes,116.33790785269645,1
29.0,Female,8.531566073693366,6,Mobile,138.48802508581517,No,90.08617997382642,1
37.0,Male,6.993996262614498,16,Mobile,265.2571298004279,No,184.0875343901864,1
38.0,Female,2.0151373659464262,1,Mobile,45.08365913052268,Yes,171.68506018664485,1
32.0,Female,10.799198234259222,19,Mobile,93.2001912159408,No,103.71884567835284,1
47.0,Male,2.545952047472704,1,Desktop,293.49909715552064,No,96.81829996487993,0
61.0,Male,12.217947762873694,1,Mobile,245.8809991682282,Yes,103.60083005003901,0
41.5,Female,7.113423591283331,19,Mobile,182.35666517133376,No,223.9051099841719,1
41.5,Male,14.47295676405534,18,Desktop,70.0101736754414,Yes,103.60083005003901,0
58.0,Male,12.701841761231822,13,Mobile,136.01976223271777,Yes,91.014443762485,1
47.0,Male,17.631617284363266,9,Desktop,181.3714197415769,No,108.13339056222269,1
28.0,Male,10.169413810946244,7,Mobile,63.26850975062385,Yes,117.96276767869549,0
20.0,Male,10.382113012070157,11,Mobile,36.845991100912286,Yes,170.15744676884543,0
32.0,Male,9.508014125677915,15,Mobile,225.9119385815032,No,110.9639446509254,1
40.0,Male,11.95269010351585,3,Mobile,292.5589014476013,Yes,70.88290435049407,0
64.0,Male,8.44145061435012,8,Mobile,114.69868902857314,Yes,48.15874278309846,1
46.0,Female,14.722782353750064,4,Desktop,69.05108277898135,No,205.8931124659584,1
42.0,Female,20.78103952459295,14,Desktop,11.563343650047866,No,114.82523070683824,1
39.0,Female,7.717131246138985,16,Desktop,181.98357649744588,No,19.24852747044368,1
31.0,Male,4.714796498049909,15,Mobile,255.65617641680407,No,177.7776987546242,1
42.0,Male,14.85569504662527,16,Mobile,186.39156772143352,No,99.6279975994979,1
41.5,Female,8.94108036395279,11,Mobile,164.87326779384532,No,169.50090890431693,0
19.0,Female,10.189219550956985,16,Mobile,28.65538213354156,No,88.86558517440258,0
32.0,Female,13.160916664606068,8,Mobile,120.41074147885814,Yes,79.9327610444661,1
24.0,Female,15.292353751213364,3,Mobile,284.7058597450437,No,72.33633278483526,0
28.0,Male,14.958012478626957,12,Desktop,43.75109218327089,Yes,37.41491419960337,0
52.0,Female,10.682558904006934,5,Mobile,273.3116157953238,No,68.94759963563052,0
58.0,Female,17.63180052405503,17,Mobile,168.205742350697,No,110.51391797576728,0
48.0,Male,3.816399893532712,6,Mobile,193.4639794881224,No,43.16937492767144,1
21.0,Male,7.457941882792129,17,Desktop,46.580729110237975,Yes,151.2437922545789,1
43.0,Male,17.955046767557505,4,Mobile,260.63718976291204,No,103.60083005003901,0
38.0,Female,16.70662068258805,12,Mobile,148.4718989807555,No,136.52887954958197,1
30.0,Male,16.526845069175415,3,Desktop,126.76163621941544,Yes,155.3296730814297,0
39.0,Male,9.508014125677915,7,Desktop,31.713382112466977,No,73.59679220690646,0
25.0,Female,3.9185870184038665,7,Mobile,272.5184900989234,Yes,57.38135472262979,0
63.0,Male,9.424603191242396,17,Mobile,209.9848995807468,Yes,58.36419764640742,0
37.0,Male,3.5017656829843355,1,Mobile,146.88864226070623,Yes,95.59966330456916,0
56.0,Female,7.058312736360065,19,Mobile,16.597131180059307,No,118.55534048105608,0
48.0,Female,10.802106470467963,7,Desktop,35.23127256434941,Yes,30.990152643155568,0
28.0,Male,4.492739491141002,14,Mobile,248.9011733713428,Yes,183.71141502404583,1
40.0,Male,7.193440790863538,16,Mobile,61.15009563982238,Yes,24.32857464554442,1
41.5,Male,6.440830330349103,7,Desktop,213.4577027511677,Yes,120.02474627936628,0
21.0,Female,9.997861958726418,2,Mobile,282.58644619774384,Yes,189.4143729276745,1
43.0,Female,9.508014125677915,10,Mobile,184.76399659808223,No,176.5809171648085,1
18.0,Female,11.60557773986677,2,Desktop,25.54676570726425,No,130.20977739435162,1
61.0,Female,14.457895131313547,8,Desktop,64.69171090868673,Yes,56.43988798804871,0
54.0,Male,11.036302411458536,8,Desktop,256.4036540411288,No,170.02317416685787,1
61.0,Male,10.48396543053533,13,Desktop,113.4643059389257,No,138.31373090520526,0
62.0,Male,7.49347898529407,2,Mobile,245.47947758367573,No,205.00545488454063,1
42.0,Male,4.541058001285194,3,Mobile,262.76774892120835,No,111.3240557789255,0
53.0,Male,2.565337753718479,8,Mobile,280.8830254078111,Yes,151.11568165178534,1
42.0,Female,5.926334214903833,1,Mobile,141.24177420172003,Yes,78.16618286775297,1
64.0,Female,13.052042878546107,11,Mobile,145.58153627881308,No,81.46469100835495,1
39.0,Female,7.396188540061755,16,Mobile,240.95343329591384,Yes,88.95923433101524,1
30.0,Female,13.403659300819571,1,Mobile,103.38731516120497,Yes,151.96186167631456,1
26.0,Male,9.508014125677915,1,Mobile,182.79030547399552,Yes,132.880002708248,0
26.0,Male,4.696863904982379,5,Desktop,243.2403201620928,Yes,36.55701573608173,1
50.0,Male,9.508014125677915,9,Mobile,63.73053860633055,Yes,41.29982446564573,1
61.0,Female,9.106139378604496,13,Mobile,178.99691700423952,No,127.7901967039528,0
39.0,Male,15.148239080435388,1,Desktop,68.94840139861552,No,153.8914043956766,0
32.0,Female,8.970275162675163,11,Mobile,128.5881275155839,Yes,130.8504176526481,1
25.0,Male,17.07734412704268,6,Desktop,53.041590718177424,Yes,144.88668716828082,0
37.0,Female,2.392222953141234,15,Mobile,208.3096742730928,No,18.142496649406823,1
57.0,Female,9.694670407325464,18,Mobile,260.69675906051486,No,91.56944974089691,0
30.0,Female,9.508014125677915,17,Desktop,68.32477035454345,Yes,125.486414968485,0
52.0,Male,4.817697367312968,7,Desktop,191.49819864504303,No,134.49954680152092,1
31.0,Male,13.829176446468225,6,Mobile,218.89962317700244,Yes,178.7459416380931,1
49.0,Female,10.318443684734962,9,Mobile,14.561196719670216,Yes,107.42614789228868,0
39.0,Male,9.508014125677915,15,Desktop,47.83405571363382,No,83.75557457647193,1
54.0,Male,9.508014125677915,17,Mobile,206.38818856703625,No,86.93085501215671,1
48.0,Male,9.508014125677915,10,Mobile,66.04980898145175,No,91.31240135959906,1
50.0,Male,13.881438981620674,8,Desktop,279.2869422905483,No,76.00000829394358,1
46.0,Female,9.508014125677915,6,Mobile,214.95744967330083,No,103.60083005003901,1
44.0,Female,9.508014125677915,10,Desktop,115.5313730516066,Yes,77.75153275513532,0
32.0,Female,7.2506565051769,11,Mobile,268.1597853910981,No,60.46616163722796,1
23.0,Male,15.093281678854128,11,Mobile,215.7335916053404,No,160.96013283486192,1
49.0,Male,8.159812303635364,6,Desktop,44.46824039930789,Yes,43.05109553922088,1
32.0,Male,6.6962749134075015,14,Mobile,138.84420688744245,No,141.0147801988134,1
29.0,Female,9.508014125677915,10,Mobile,219.5232150159886,No,113.63449508094013,1
30.0,Male,16.869629994393797,6,Mobile,202.82633995524645,No,44.20860922618839,0
29.0,Female,13.507898751733787,8,Mobile,216.4986462705432,No,146.94943885226513,0
50.0,Female,21.382652356980977,12,Mobile,100.07553777486794,Yes,84.18633621889875,0
42.0,Male,5.041966193389778,17,Mobile,22.84705246201512,No,53.95680785371688,1
25.0,Female,7.458570484367656,10,Mobile,291.7306024260097,Yes,191.5037231602163,1
50.0,Female,10.621983284714007,4,Mobile,260.797157978898,No,156.13836885016275,1
21.0,Female,11.182702791346074,15,Desktop,113.22373241866936,No,159.42310506451912,0
41.5,Male,3.3153308269869344,17,Mobile,190.8257111408424,Yes,21.389996993069246,1
47.0,Male,5.685961468630111,15,Mobile,13.580531158878644,No,241.49005489913827,1
53.0,Female,5.692835325647771,4,Mobile,225.3663001167505,Yes,141.24883984525138,1
41.5,Male,3.036977879409209,7,Mobile,49.82356468276888,Yes,45.82658650043308,1
34.0,Female,16.041479196256464,11,Mobile,109.52084113227058,No,45.264737222471645,1
41.5,Male,9.550390638546952,11,Desktop,182.10199406907944,Yes,109.225620231345,0
39.0,Female,9.508014125677915,6,Desktop,223.26139160692185,Yes,50.90434944641317,0
64.0,Male,7.782057501112888,11,Desktop,193.48315699161105,No,91.41844696913134,0
32.0,Male,0.2991427881933006,8,Mobile,235.24879408888444,Yes,124.18889660691316,0
29.0,Female,7.222324173180429,8,Desktop,286.89085245854136,No,146.41869493651615,1
36.0,Male,9.508014125677915,6,Mobile,53.23662530102163,Yes,170.55683209449452,1
50.0,Male,12.201645758386196,8,Desktop,178.56185366998855,Yes,98.67844942136324,1
34.0,Male,12.5094954705142,6,Mobile,119.39432308687915,No,78.74342456250173,0
58.0,Female,7.349431694200774,15,Mobile,91.59137706519104,No,168.6087579942822,0
42.0,Female,14.174116699149618,4,Mobile,140.6528178863479,Yes,65.31345902936819,0
48.0,Female,1.5324185368755998,2,Mobile,192.01161168122903,Yes,122.2067652126178,0
18.0,Male,17.753634269044625,9,Desktop,145.51565173293753,No,168.25069714171707,1
45.0,Male,14.319088742137534,8,Mobile,19.336250359002666,Yes,35.5578806561378,1
64.0,Male,4.843257673743136,11,Mobile,42.16871438743983,No,200.1659246983216,1
21.0,Male,9.508014125677915,9,Desktop,250.8848012730421,Yes,92.57107038677508,1
55.0,Male,8.051518751555184,6,Desktop,233.5755758897085,No,249.6997539774521,1
41.5,Male,12.45914045392338,19,Mobile,50.99158028475663,Yes,103.60083005003901,0
42.0,Male,11.363715935291996,18,Mobile,139.13221013956698,No,225.70804325928543,1
51.0,Male,7.555231522417814,13,Mobile,34.44379380748528,No,98.2209657041734,1
32.0,Male,11.14556590844908,6,Mobile,172.26127325082317,Yes,175.469889795618,0
56.0,Male,9.150822498311332,15,Mobile,31.46118212930567,No,181.1341775998563,1
52.0,Female,11.064555337505665,10,Desktop,183.35553940599115,Yes,137.90880913228133,1
44.0,Male,20.07231359177117,1,Desktop,298.3289172888668,No,105.74218531319096,0
48.0,Male,11.932732510752396,7,Desktop,174.33236589013077,Yes,34.38994227701372,0
54.0,Female,13.47325668496594,5,Mobile,97.29912733971496,No,199.6212130074356,0
62.0,Female,21.382652356980977,8,Desktop,157.1610416442998,No,92.76000464181048,1
30.0,Male,1.6578639103269168,12,Mobile,169.35945463656094,Yes,62.21335537176204,0
41.5,Male,6.802008421092278,8,Mobile,282.56587520142745,No,86.20680531054893,1
25.0,Male,13.43408185964548,1,Mobile,64.3599579920818,No,146.7942523263506,1
55.0,Male,8.265054995966533,15,Desktop,210.2785319798048,Yes,97.52515157939384,0
48.0,Male,4.851769603217786,11,Mobile,204.08957320443827,Yes,111.39473562736944,1
28.0,Female,11.966030883014934,4,Mobile,19.375660215393523,Yes,32.32648371298798,0
41.5,Male,3.738780429699956,1,Mobile,43.64634763027436,No,91.9966266436293,0
41.5,Female,12.851016704390178,4,Desktop,56.479017137109736,Yes,154.9791555375442,1
47.0,Male,8.696834927796642,17,Desktop,205.8355350581796,No,109.19410258331048,0
53.0,Male,8.794930200051054,14,Mobile,212.6946426724366,No,67.93815061108569,0
59.0,Male,9.508014125677915,7,Mobile,208.36955888540564,No,18.127220114090377,0
41.0,Male,4.406761242390289,9,Mobile,98.1736142263033,Yes,145.0881598890908,0
26.0,Female,13.960727471806432,18,Mobile,77.27574619463645,No,111.3126411720453,1
23.0,Female,10.409943530251692,17,Desktop,199.1331726047608,Yes,36.26826671837159,0
33.0,Male,3.108238593775834,8,Desktop,187.7841849780891,Yes,65.17751457546547,0
